problem,label
怎么样治疗好痔疮？？上次我在医院叫医生看了一下，说是前列腺痔疮？是不是有这回事,1
最近突然感觉右肩麻痹和刺痛是怎么回事？了解病因及早治疗,1
肛门及外阴瘙痒？前几天肛门很痒，我有用高锰酸钾清洗了几天，可是这几天我的外阴也会痒，可是白带一直都很正常，也没有多还是黄的，我一直都很注意卫生，每天都会换洗的，肛门及外阴瘙痒是怎么回事呢。请问，肛门及外阴瘙痒是怎么回事呢？,1
左脚疼痛，外表无恙左脚脚掌最左边这几天突然疼痛，按压疼不碰到不疼，我母亲这种情况十几年了，我也突然这样是怎么回事？,1
宝宝手开水烫起泡破了，好几天都发红怎么办涂过膏药，上过消毒水泡已经破了，但是一直发红怎么回事？会不会一直这样啊？,1
四号来大姨妈四号和男朋友了同房，然后大姨妈大概11号走的，17号和男朋友又同房了，早上起来买了避孕药吃24号又同房了射在外面，26号开始发烧会不会怀孕，而且腰酸,1
我中年秃顶，现在头上的头发已经掉得差不多了，特别的难看，听说现在可以植发，我想问问这个植发的头发会脱落吗？,1
低烧头疼而且咳嗽怎么办？低烧头疼而且咳嗽怎么办。,1
马应龙痔疮栓怎么吃？效果怎么样呢？,1
卵巢囊肿综合症会影响怀孕吗,1
宝宝是纯母乳喂养的，以前大便一天都是3，4次的，这俩天剩下2次了但是量跟以前一样，是不是吃不饱呢？,1
我怀孕我不想要，然后去医院检察说我有细菌性阴道病我在没做人流前我就有细菌性阴道病，但做完人流后我应注意什么，我该用什么药？,1
一岁半，这几天一直发烧，吃药打针过后又反复，嘴巴里面和嘴唇附近长了一粒粒的，都发炎烂了，问是什么原一岁半，这几天一直发烧，吃药打针过后又反复，嘴巴里面和嘴唇附近长了一粒粒的，都发炎烂了，问是什么原因,1
我痔疮犯了大便出血疼痛难忍,1
我家小孩6个月了，平时手脚都是冰冷的，这是什么原因啊，要去看吗？严重不？,1
脑积水是不是很严重？前段时间朋友跟我说她家孩子被检查出脑积水来，现在正愁不知道这病会不会给孩子带来什么危害。我想问下专家得了脑积水是不是很严重？脑积水是不是很严重？,1
不存在怀孕的可能验孕棒第二条杠颜色很浅我是上个月19号来的月经这个月已经晚了12天我用验孕棒测了一下第二天杠颜色很浅不是晨尿验的而且我不存在有怀孕的可能请问这是怎么回事,1
治痔疮到哪家医院好？痔疮的症状有什么？痔疮的症状有什么？怎么回事啊。,1
头晕，头重？我我已经一个多星期了，刚开始觉得两边胸部有点疼。晚上睡觉容易失眠和出汉，之后我去验血和心电图，还做ct，医生也说没什么，不过老觉得胸闷，呼气困难，还有手脚发软没力的，怎么回事？,1
痔疮用药可以治愈吗？？？？,1
背部白癫风危害白癫风能治好吗？背部白癫风危害白癫风能治好吗？,1
阴道内有褐色的液体，就跟来月事时候的颜色一样，但是现在一直没来。,1
全部症状：吸收不好发病时间及原因：突然间治疗情况：没治疗过,1
烤电后身体疼痛。怎么办,1
得了难治性癫痫病怎么办？,1
患有颈椎病左手发麻左手上肢轻微浮肿肾炎看？患有颈椎病左手发麻左手上肢轻微浮肿肾炎看什么科做牵引。,1
全部症状：鼻子两侧很红发病时间及原因：有几个月时间了，洗完脸时要更红些，有些红血丝。早上起来好得多。治疗情况,1
我怀孕38周今天去做胎监胎心是117医生说宝宝缺氧建议我吸氧刚好是下班时间吸不了叫我明天去会有影响吗,1
小孩起木疙瘩还痒，说是过敏，也给打过敏的药怎么反复的起打完就消，不打就起,1
脸上白殿风会自己好吗最近发现脸上有一块白斑，去医院检查是白癜风，这会自己好吗怎么治疗脸上白癜风比较好呢,1
身高173，体重只有54KG，而且还在瘦，东西没少吃，只是有时候没怎么吃早餐，怎么吃都不胖，脸色也很难看住在一起的朋友经常抽烟，是不是跟吸二手烟也有关系。,1
失眠多梦，大便稀，，有白头发请帮我看怎么治疗,1
怀孕五个月了，不想要这孩子,1
"手臂麻十天前手麻和胳膊麻但一会就好。现在手麻变成又麻又疼。一天都在麻和疼""""想问怎样能缓解一下。",1
家里不知什么虫子把脚踝咬了很多红疙瘩，很？家里不知什么虫子把脚踝咬了很多红疙瘩，很痒，很久不好，打过药没用。无是否蚊虫叮咬，还是过敏,1
怀孕手指突然变胖了怎么回事,1
精液里有褐色血液本次发病及持续时间:3年病史目前一般情况:有褐色血液以往诊断治疗经过及效果:以往治疗效果不显著辅助检查:三位彩超,1
9。8号吃的避孕药，以前都是10来的大姨妈要么就是20来大姨妈。在3。1号我也吃过避孕药。后来第二天大姨妈就来了。可是这次吃了之后到现在27了都没有来大姨妈，怎么回事,1
痔疮怎么破。治过。。。。。彻底治好。,1
为什么检查牙齿还要查HIV呢？,1
清宫后怀孕如果怀孕，孩子正常吗,1
在惠州该去哪里做人流能做那种人流价钱希望不太贵怀孕30多天了，还不能要孩子，做什么人流好，药流会很危险吗？还有心口疼是什么原因。去哪里人流比较好,1
"公务员体检标准""各种急慢性肝炎，不合格。是怎么回事",1
在备孕，上火很严重，又怕已经怀孕。该吃什么清热的药呢？,1
儿童癫痫要注意什么？儿子最近出现手脚抽动现象，不知道是不是癫痫，是的话该注意什么,1
L5/S1椎间盘层面示：椎体后缘略偏右见局限性软组织突出影并见弧形钙化影，右侧椎间孔侧隐窝变窄，硬膜囊及神经根无明显受压。椎小关节面增生硬化。诊断意见：L5/S1椎间盘突出钙化伴周围型椎管狭窄。椎小关节退变CD检查，吃药，独一味，镇痛药接下来该怎样治疗？,1
外痔怎么治，犯时肛门肿，奇痒。,1
胎动规律但胎心监护波动不明显需要吸氧吗,1
子宫内膜移位结节，粘连于大肠，怀孕了可以要吗？大便时疼痛。子宫内膜移位结节，粘连于大肠，大便时疼痛。怀孕了可以要吗？,1
干咳后背疼呼吸困难医院检查说是肺癌晚期医院不收了说是没有药可以治有什么要可以控制,1
胸部疼痛是什么病？照了X光没有问题，胃镜没有问题，肝，胆，脾，胰，肾等检查都没有问题,1
关于单卵双生和双卵双生的困惑妻子刚怀孕半个月做的彩超单上显示两个妊娠囊大小分别是4。2×1。4和2。8×1。0的，请问这个可以判断是单卵双生还是双卵双生吗？我感觉要是一个受精卵刚分裂成两个的话应该差不多一样大小吧？谢谢。双胞胎孕妇需要注意什么问题？谢谢。,1
不知道怎么了，今天感觉全身无力，全身疼痛，而且呼吸困难。,1
了，我胃痛胃胀东西也不敢吃我快撑不下去了，我该怎么办呢？谢谢。,1
孩子发高烧一天了一天已经吃了3次药了但是还是发高烧不退怎么办呢。？,1
腰部周围有点胀，大腿有些麻木,1
上上个月底晚上做了爱，做爱后的第二天上午吃了避孕药，然后上个月5号左右来了姨妈，一直到现在都没来，平常都会提前几天来的，会不会怀孕了。,1
怀孕七个月了在妇幼保健院做的B超检查报告单上面显示胎儿脐静脉呈倒＂C＂型改变开口朝向胃泡胆囊位于其间。考虑：永久性右脐静脉？这是什么意思对胎儿有多大影响？？？对胎儿有多大影响,1
脑梗。头晕。偏瘫2013，3。5日发病时。双腿无力。站立不稳，没什么结果，3月个以后。就是现在这样。眼花。四肢麻木头晕。口语不清。,1
大便疼痛有血便血痔疮刚生完孩子，大便疼痛并带血。使用马应龙麝香痔疮膏对孩子吃奶有影响吗,1
肺癌左肺切除后2年，咳血怎么办,1
最近老婆做的饭菜都特别的辛辣，我接连吃了好几天，现在都上火了，这两天我的屁股上面就长起了一个痔疮，平时的时候屁股都很疼，每次上厕所的时候还会便血。,1
早上起床头晕。无力，心慌是怎么回事,1
肿的厉害非常疼有点麻希望能解决问题,1
请问有乳腺增生的可以吃芦荟胶羹吗？因为有点便密，所以吃想这个试一下，但不知道可不可以吃。以前做过小手术就想问能不能吃那个，因为有点便密。所以想试下看行不行。,1
老年男人血压偏低是什么原因？,1
相宜本草芯净自然系列用完第二天脸有发黄得现象,1
长外痔疮怎么办？外痔吃什么药好应该是静脉瘤型外痔吃什么药好・擦什么药好啊・洗什么药好。我该怎么办才好。,1
四个月宝宝感冒鼻子老响像小猪,1
左肩疼和腰疼是什么病的症状？,1
照四维彩超需要提前预约吗？之前没在该医院检查过，了解一下四维需要提前预约么？四维提前多久预约,1
怎样判断肾脏是否有问题我小指特别短和无名指差了两个骨节而且容易腰痛寒性体质冬天总是手脚冰凉请问是天生肾脏有问题吗有办法治疗吗,1
迷糊头晕眼睛看不清东西手脚麻木昨天下午可能是脑部引起还有可能糖尿病并发症未用药作了脑CT没发现出血点和血栓想确定是哪里出问题引起的症状需要采取什么治疗方法（向附近医院咨询）,1
锁骨下动脉狭窄什么症状？需要手术支架么,1
在哺乳期长了痔疮怎么办，排便刺痛，出大量血。,1
大脚趾麻木疼痛和冠心病血压高有关系吗,1
我小孩出气有点臭？早上起床的时候出气有臭味，怎么办。,1
低分化肺癌，左肺切除，父亲肺癌晚期，左肺上叶低分化腺癌，部分腺鳞癌，怎么样才能有效地控制病情，打化疗还是吃药，我该怎么办现在父亲需要吃些什么样的药可以抑制癌症细胞,1
女，40岁，血压偏低90/53（有过头晕、晕厥症状，不频繁，2、3年才一次），心动过缓55次，偶发室性早搏（自20多岁就一直有室性早搏，有时多些，有时少，偶尔有气不够出的感觉），ST-T轻度改变。请问考虑我是什么病，或者我应该再做什么检查才能确诊得了什么病，应该怎样治疗。谢谢。,1
尿频尿急尿不尽腰痛属什么病,1
早孕需要做什么来排查？我想做下检查。看看怎么样。还有就是我在不知道怀孕的时间扁桃体发炎引起了发烧。然后去吊了几天水吃了几天药。会有影响吗？,1
我爸前几天去医院检查胆结石结果胆黄素高到146戊肝也有点问题现在浑身黄脸眼珠黄的厉小便黄难闻还食欲下降有点晕该怎么办啊请医生帮忙找找原因这是什么原因引起的该怎么治啊结果胆黄素高到146戊肝也有点问题现在浑身黄脸眼珠黄的厉小便黄难闻还食欲下降有点晕该怎么办啊是黄胆肝炎吗请医生帮忙治好表示非常感谢,1
全部症状：新年好。我右小腿后侧脚底向上15CM长了一个瘤节前手术摘除现在像针刺样疼痛特向你请教谢谢。发病时间及原因：7-8年前针灸时脚不小心动了一下然后此部位就经常疼痛像触电针刺样疼痛并且长了一个瘤治疗情况：节前手术摘除现在脚底外侧像针刺样疼痛医生怀疑神经纤维瘤,1
1。手淫会引起癫痫吗？,1
抗精子抗体是什么怎么才能治好我每次怀孕检查妊囊与停经月份不符我是用中医治的能治好吗抗精子抗体抗子宫内膜抗体应该怎么预防,1
我家孩子很小的时候就非常的爱动，当时觉得孩子爱动证明孩子聪明，就也没在意，可是现在他上小学了，老师经常打电话说他上课不认真，也不学习，还在自己的座位上坐不住，我这才意识到孩子有问题，带他看了医生才知道是多动症，有什么好的方法可以治疗吗,1
轻微内痔需要手术吗？内痔疮手术多钱我患有轻微的内痔之前试过大便后出过两次血无痛有时一日去两次大便，每次排量都比较少，去医院睇医生就只系开药其它物都无讲啦请问甘样就可以了吗。,1
我家小孩两岁半，咳嗽的特别厉害，打点滴用什么药，会好的快点。谢谢。,1
癫痫病发作之后的抽搐表现有哪些？癫痫病的发作症状有哪些？能不能具体和我说说，最近打算去治疗，有什么好的治疗癫痫的医院吗？癫痫病发作之后的抽搐表现有哪些？,1
儿童骨折该怎样食补？我女儿20个月，玩耍时摔伤，诊断为右肱外侧髁骨折，已石膏固定无需吃药，想资询一下该怎样食补帮助恢复。,1
2个月的宝宝这两天一吃奶就哭还老大惊是乍回事。:,1
私处瘙痒，有意味，白带粘稠。是阴道炎吗？,1
松原治疗牛皮癣最好的药物有哪些？身上一直痒痒，还总掉鳞屑，去医院检查，医生说我得了牛皮癣，让我抓紧时间治疗银屑病和牛皮癣一样吗？是一回事不？有啥特点呢,1
到医院做全身检查都没有问题。最后做胃镜检查确诊为浅表性胃炎，其症状为总是失眠，人觉得疲劳却睡不着，晚上睡一会就醒过来。,1
我跟女友做爱，我阴茎里流的透明液体应该是叫淫水吧，弄到她里面了，但是我没有射进去，她确定不会怀孕吧？,1
我的阴毛部位很痒特别是晚上睡觉时，张点小豆豆，用皮康王外用好一段时间又开始痒,1
经常便秘，这几个月一直放屁，而且很臭，拉出细且感觉拉不尽，粘在马桶底部。眼睛过敏，眼寓干奇痒无比。鼻炎，一直打喷嚏。口腔上颚痒有小颗粒，喉咙干痒，肩膀受凉马上干咳。请问身体出什么情况了？眼睛去看过，是过敏。身体情况严重吗？需要就医吗？看什么科？,1
艾滋病患者化验CD3+%Lymph70，CD3+AbsCnt16，CD3+CD4+Lymph25，CD3+CD4+AbsCnt589，CD45+AbsCnt2307，表示什么意思未服药治疗，表示什么意思,1
全部症状：发病时间及原因：怀孕8个月才发现是不是很严重啊？治疗情况,1
我突然头晕恶心四支无力心慌已经有两次了，是化验了血，做了心电图，则量了血压，医生说一切正常，我想知道是什么原因？,1
是痔疮吗？这两天出来的，塞不进去，血红的肉球中间有个紫黑点，如图，痛痒。便后不出血。该如何治疗,1
阴道流出黄色粘液带有血丝,1
我的鼻子不通，头有点发热，还伴有头疼，请问这是禽流感的前期吗？,1
今天进行了压腿运动（很久没做今天第一次）可能是有点过度。:,1
股骨和肱骨都一样长结果是什么近期检查查出来的我想知道一样长是不是不好,1
二月份5号来的大姨妈，二月27号有过同房，今天3月11号了，大姨妈还没来，有没有可能怀孕？,1
我刚刚怀孕一星期，检查患了阴道炎该怎么用药,1
6月4号小孩子21个月从床上掉下来左锁骨骨折而且错位没连接医生建议手术治疗，不手术自行恢复可以吗对以后有什么影响。复位了打的8字带但是孩子爱动又掉了咨询一下这种情况不手术可以吗,1
男方是B型血，女方是O型血，做IgG抗B效价（凝集反应），结果是〈32，参考值是≤64，请问是正常的吗？,1
我小时侯患有小儿麻痹症，今年24了怀孕8个月，想咨询一下宝宝出生后可以母乳喂养吗/,1
不知道怀孕了打了流脑和麻疹疫苗，这种情况孩子是否能要呢？,1
孩子头晕恶心是什么原因孩子头晕恶心是什么原因,1
头晕，恶心，口干，失眠最近几天有点便秘，而且头晕，恶心，口干，失眠，是便秘引起的还是感冒了啊,1
胸部小一直是我的烦恼，但我又担心手术的效果不好，因为现在的隆胸广告实在太多了，前两天我听朋友说假体隆胸效果非常不错，所以我想去做，但不知道手术是怎样的呢，假体隆胸手术怎么样呢。,1
眼睛今天撞了一下，血丝血丝很多，怎么办？,1
这几天感觉耳朵不舒服，外耳道老是痒痒，还有点痛，有的时候感觉耳朵里面就好像有水一样很难受，听力也有所下降，现在很害怕，不知道外耳道炎是不是我些症状。外耳道炎有什么症状,1
关于眼睛经常流泪？？的问题,1
小脑萎缩哪里治疗最好？,1
全部症状：发病时间及原因：我做了B超显示我宝宝的股骨长为1。5厘米怀孕多久了啊治疗情况,1
全部症状：突然胸闷，心慌想吐，想解大便，全身虚汗，面无血色，此后全身无力，几个月发一次发病时间及原因：不定治疗情况,1
左边太阳穴每天上午和下午都要痛一次，一次有一个半小时，很难受，去年也是左边太阳穴痛，去医院做了ct，医生说没事，是偏头痛，现在每年都这样痛，我该怎么办，现在痛起来真的很难受,1
四十五天孩子吐水吐奶他都吃不下去多少也就还吃30-60毫升这怎么回事,1
孕妇咳嗽可以吃什么药？,1
我先问甲亢病要吃什么药我先问甲亢病要吃什么药,1
请问怀孕了碰精油和药油对胎儿有什么危害？我是做美容的、还有化妆这些、这样胎儿能不能要？,1
大腿腰部肛门出汗怎么办谢谢,1
1998年患糖尿病2003年患腰椎间盘突出2005年患高血压，1。胰岛素注射每天三次共50单位2、口服贝那普利片，1、应做什么样检查？2、是不是糖尿病并发症？3、是不是腰椎间盘突出症状？,1
我怀孕73天了，今天检查血孕酮值是21。10ug/L。请问正常吗，如果不正常要怎么办？？？谢谢。,1
21个月宝宝门牙掉了半截该怎么办，有没有什么危害，还能不能长出来了,1
我左侧腰疼伴臀部也有疼痛已有10天，而且病情加重，想问问是什么病,1
月经来了可以洗头吗？月经来了可以洗头，洗澡，洗衣服吗？是不是不能碰冷水。,1
我公公前些天检查时脑肿瘤，良性的。请问专？我公公前些天检查时脑肿瘤，良性的。请问专家这种情况可以手术吗？费用是多少？男，62岁。看东西模糊，头晕，无力。62可以手术吗？成功率是多少？费用是多少？,1
只觉得肛门痒，医生说是内痔，无血。,1
我家孩子九岁确定是多动症感统失调,1
请问孕妇有便秘怎么办怀孕前都有可能？请问孕妇有便秘怎么办怀孕前都有可能是有压力还有可能是跟吃饭有关三四天才大便一次还很少。没有有食疗的方法吗,1
我有10年的甲亢史了，今年42岁，一直吃他吧挫和心得安治疗，每次停药不到2年就复发。（对了，我平时还较怕冷，不爱吃冷食）怎么才能摆脱甲亢？,1
左半边上肢和下肢均无力，手指不能并拢这可能是什么疾病？就诊应该看什么科？,1
断奶后怎么才能乳房比变小,1
请问男性包皮过长会造成早泄遗精吗？看是否是包皮过长是勃起的时候还是平时观察？做包皮手术需要休养多久康复期间会影响正常工作吗,1
我老父亲今年82岁得脑血栓已19年但这些年一直能自理可最近因今年天气较冷不爱活动他老人家的脚像馒头一样肿胀活动严重受限感觉他老人家的呼吸都有些困难了这是怎么了我感觉不是肾脏的事吃一些什么食品能利水利尿行不这样单纯不,1
我是检查妇科病医生说我得了尖锐湿疣，我就是感觉下面痒，刚发现不久,1
怀孕过几次都有先兆流产症状，是什么原因？下次怀孕前我又该作哪些检查？,1
女流产后，月经干净后3天去医院检查，子宫内膜厚度为3mm，并且月经量小。医生,1
口干、尿多、尿有臭味，全身无力、很能喝水,1
前几天低血糖晕倒后就一直头晕头痛是怎么了感谢医生为我快速解答――该如何,1
右脚脚跟疼痛像扎针一样疼有浮肿的现象,1
我自己的子宫内膜的厚度很薄，我想问下专家这个子宫内膜薄荷我不能怀孕有着什么样的关系，求专家告知,1
三维彩超主要是检查什么的？有没有必要呢？唐筛和其他检查结果都正常，三维没预约上不检查可以吗想医生把我提问的每个问题详细解答给我，不胜感激。,1
我因为怀孕想做人流打掉孩子，没有想过人流该怎么检查身体，觉得特别的烦，已经有一个多月的身孕了，怀孕了吐得非常的厉害，男朋友说养不起孩子，怀孕了力气都小了，有人对我说做人流非常麻烦。,1
全部症状：开始是红疙瘩，在红疙瘩上冒水疱发病时间及原因：一个星期了治疗情况：用阿昔洛韦分散片，效果不佳,1
医生咨询下，2岁宝宝是否要接种霍乱疫苗？医生咨询下，2岁宝宝是否要接种霍乱疫苗？得个确切的答案,1
我想问下我昨天去检查了下胎心监护不是很好，我就做了b超，结果宝宝挤带绕颈了两圈，昨天医生建议我破腹产，能否告诉我下什么时候破腹产最好，我有点担心。胎儿偏小希望能告诉我下我这种情况什么时候破腹产最好。,1
宝宝两岁以后那几个月要必须打预防针要交费吗要每个月都打针吗接种卡上也没写下次打针的日期,1
医生我是一名教师，目前学校很多学生发烧。我准备怀孕，请问如果打甲流疫苗后，要多久才能怀孕啊？,1
胸部有肿块是怎么回事，有时候会痛要不要紧啊？，发育不良要怎么办经常头疼怎么办,1
用马应龙麝香痔疮膏会导致不孕吗？用马应龙麝香痔疮膏会导致不孕吗？用马应龙麝香痔疮膏会导致不孕吗？,1
做爱时找不到性感怎么办,1
全部症状：怀孕4个半月了但是又想把孩子打掉，可是不想做人流，还有什么方法能把孩子打掉发病时间及原因：治疗情况,1
轻度的中风，只见头晕，呕吐曾做CT，但未发现有异常想知道吃一些什么蔬果比较好，在吃的方面要注意什么,1
求解。我这是灰指甲吗？着急不知道怎么治两三年了～脚气引起的灰指甲拿了一些药都不管用请问我这是灰指甲吗？严重么？,1
9月13日发病下半身无知觉但能感觉尿意无自控力按格林巴利治了一天初步诊断为急性脊髓炎是10岁小女孩请问能治愈吗？一般要治疗多长时间？谢谢,1
缺碘性甲亢要怎么治疗，现状脖子有很轻微的？缺碘性甲亢要怎么治疗，现状脖子有很轻微的肿大，易饿，多食，饮食要注意什么。无遗传，无治疗缺碘性甲亢要怎么治疗，饮食要注意什么？,1
你还我脸上皮肤很容易过敏发红发热发痒，你能告诉我怎么解决这个问题吗？谢谢,1
大姨妈期间吃了凉的来大姨妈血量很少，两三个月了都是这样，吃了冰激凌，还有辣的，还喝了果汁，怎么办，会对以后有影响吗,1
怀孕的时候做爱可以把精液射在里面吗,1
低头就头晕我低头抬起头会晕，睡觉起来也晕，睡着转下身也晕，晕了还会想吐，走路走的一步高一步低，感觉头重,1
孕前检查流程。大概多少钱？？？,1
准备过一个月怀孕、现在拔智齿可以打麻药和消炎的吗。,1
是否得了类风湿手指手腕肘脚踝等小关节痛不能用力元其它症状没经过治疗,1
月经推迟15天，乳房一直胀痛，左腹痛，白带透明,1
我的症状是黄痰、黄鼻涕特别多，鼻子里也有恶臭，请问这是感冒症状还是鼻炎症状？现在持续有4至5天的时间了吃了猴耳环消炎颗粒，还有风热感冒颗粒，阿莫西林等药，不见效果想问一下是感冒症状还是鼻炎症状,1
患者，男，28岁，因穿裤子扭伤，腰部疼痛伴左腿疼痛2个月，体检：大腿抬高45度出现疼痛，脚趾用力勾脚尚可，MR：L4/5突出伴椎管狭窄。理疗2月，效果不佳。想咨询一下，这种情况是否需要手术,1
怎样治小孩胃痛，需要吃什么药,1
我怀孕39周做b超显示宝宝双顶径9。3mm？我怀孕39周做b超显示宝宝双顶径9。3mm股骨长7。3cm羊水指数9。0正常吗可以顺产吗。,1
8月1号来的月经，13号。17号。22号同房，有可能怀孕？,1
阴茎短小，包皮过长，射精快，阴茎松软下坠，可以做手术增大吗？,1
医生，我现在怀孕25周，上次去做B超，羊水深度8。7CM，请问一下是不是羊水偏多啊请问我应该怎么办,1
小孩在睡觉时发现抽风，无意识，大概5分钟左右，一个月之内发生2次，请问是癫痫吗？做了CT，脑电图，没有发现问题。我想问一下专家，这种情况是不是癫痫，如果是又该如何治疗。,1
龟头边缘有小点正常么最近发现的,1
肛门里面长了疙瘩是痔疮吗？我今天早上起来肛门口里面长了一个小疙瘩是痔疮吗我刚才用水清洗以后用手摸是一个小疙瘩在肛门口里面一点没有长在外面有点疼肛门里面长了疙瘩是痔疮吗？,1
月经推迟，乳房肿胀，会怀孕吗？？我的月经已经推迟了三四天了，这几天乳房有点肿胀感，以前有没有我真的忘记了，是月经推迟后这一两天在网上查的说是怀孕会乳房肿胀我才感觉到我的乳房是有一点胀，是在来月经前的一个周左右过的性生活，现在就是担心怀孕。请问我的月经推迟了而且乳房有肿胀感是否会怀孕呢？,1
两个孕囊变一个，无胚芽无胎心我怀孕今天55天了，因为出血两次，已经做过4比B超了，今天结果还是没有胚芽没有胎心，还有就是第三次做B超50天的时候，医生说有两个孕囊，都是16*16左右，今天55天，结果出来又变成一个孕囊了，46*19*19。这到底是什么情况呢,1
请问下，近段时间内手脚发麻，腿无力，是缺钙的一种表现吗？我是不是需要补钙,1
第一怀孕是双胞胎意外流产下次怀孕还有可能是双胞胎嘛？,1
外阴总痒，就想知道用点什么药外阴炎，外阴痒大夫说是外阴炎,1
停经，呕吐，反胃，胸胀痛，嗜睡，没力气，发烧。用验孕棒查又没怀孕，请问我是得了什么病？,1
大便有时候出血之后肛门就长了个肉球过两天肉球就没有了请问这是痔疮吗？,1
今天洗澡发现肛门有一个痔疮痔疮有什么药物治疗吗？,1
肛门坠胀，老想大便，便意频繁。发病l个半月,1
甲功五项TG检查结果0。32偏低说明什么十年前治疗过，现复查TG0。32低于正常值这样的结果说明什么？是不是甲减,1
感觉气虚气短，四肢无力，还有头晕，怎办？,1
医生，我想咨询一下疝气手术后爬山将左侧阴囊扯松了，左侧阴囊靠近大腿、会阴的地方扯松，还有腹股沟口到阴囊处变送，还能长好复原吗？现在我左边睾丸很容易收缩到腹股沟口，没有右边正常的那么固定，还能长好吗？,1
女人气虚的原因及其症状，一般喝中药多久能够调理好****,1
我怀孕十三周了，今天上医院查B超，医生说胎盘低置，请问有危险吗。,1
怀孕34天，检查孕酮在于40，HCG为1136，正常吗想得到答案,1
想知道确切时间怀孕是哪一天我太太是今年5月12号的末次月经，检测已经怀孕了，预产期是明年3月10，我想知道她是那一天怀孕的,1
膝盖关节痛，手指有时肿痛,1
咽喉炎怎么办呀吃什么好,1
暴力性骨折脚发现麻木胀痛像这种怎么办呢？？？,1
我的右手关节处酸痛是怎么回事，谢谢,1
口臭便秘检查出有幽门螺旋杆菌吃的克拉霉素阿莫西林奥美拉唑前三天用药口臭明显没有了大便也正常了一天两次吃了三四天药之后口臭明显重了大便也不正常了口腔检查过没有问题,1
阴茎勃起无力勃起时间短性生活射精快时间短怎么治疗,1
哺乳期吃了紧急避孕药可以喂奶吗因为我的无知哺乳期吃了紧急避孕药，又一直没给宝宝停奶，请问会对女宝宝有什么影响,1
我老婆怀孕26周空腹血糖4。8，喝了葡萄糖一小时后11医生说正常不要超过就9，想我老婆这种情况严重吗,1
耳朵被挖烂了特别疼而且堵塞了医生给拿了黄氏响声丸和盐酸克林霉素吃了两天没见到效果怎么办检查过医生讲有部分出血是什么原因用什么药物治疗,1
四天前突然感到左手小指发麻，左手无力，小指下面也是木得。2013年九月二十号，区乡镇医院检查血脂，诊断血脂偏高一点，目前正服用丹参片和天麻胶囊，我感到效果不明显，我还要做其他的检查吗,1
头晕贫血高压90低压50走路晃晃的又都晕死了,1
痔疮手术做复发1年前做的是内痔手术，这几天貌似犯外痔了，为什么痔疮会复发呢？还能做手术吗？第二次做手术会有什么影响吗？,1
浑身发冷、恶心并伴有小腹痛。血压:高压90低压。50晕倒约半分钟,1
经常贫血怎么办，每次发作头很晕，想呕吐。,1
小孩七岁了，鼻子里有纸巾，两年了去了医院，医生说，要夹出来，可是一动，小孩就哭，我想要怎样才能把东西拿出来,1
14年12月31日检查，医生说怀孕四十天左右了，请问大概是11月多少号怀上的呢？,1
肺癌晚期己手术，没有化疗，可否用中药调理？,1
小孩手掌掉皮是什么原因？小孩手掌掉皮是什么原因。,1
甲状腺功能亢进要怎样检查呢然后好治吗帕？甲状腺功能亢进要怎样检查呢然后好治吗帕金森病要确诊的话那又该怎样治呢。,1
是痔疮还是肛裂哪里看痔疮比较好我大便出血，都滴滴的，满多的，大便不干燥。请问下是痔疮还是肛裂，我该用什么药，，有时候就不出血，我该怎么做才会好起来。,1
如何根治手足多汗症手足多汗症怎样预防,1
颧骨皮肤肿痛红痒颧骨皮肤红肿发热发痒,1
我怀孕30多天左右可以药流吗？是否可以药流,1
左肩锁骨骨折是卧床休息好还是下床活动好？,1
腰酸背痛的白天也痛晚上睡觉俩边腰痛，白天坐久了也痛看过中医没什么效果,1
怀孕六个多月了，就是下面有异味，这是怎么回事会影响宝宝吗？,1
右腿股关节疼痛4个月，左右摆动疼痛，x光？右腿股关节疼痛4个月，左右摆动疼痛，x光片正常。这是怎么回事？4个月前。无这个一般是什么病因，严不严重，我需要怎么治疗？,1
想了解一下做三维B超怎么预约我想做个三维彩超，看一下胎位是否正常想问一下怎么预约,1
小腿骨折后向知道能痊愈吗？我小腿骨折6个月，胫骨打了钢板，现在骨折线消失，腓骨没有手术，有骨痂生成，三个多月时我开始脱拐走路，到现在没什么异常，就是左腿还比右腿细，还有一点点跛，我是一名体育生，现在开始训练，我只参加投篮，没有运动，我想请问，一年后我可以完全愈合并参加训练吗，谢谢。,1
拉肚子反胃还头狠烫？我朋友，早上拉肚子，后面吃了泻立停好一点，下午反胃，给他吃了藿香正气水，还有藿香胶囊，这会头特别烫，吃了藿香正气水以后他说他肋骨那疼，到底是怎么回事，这会头就烫地，有什么解决方法么。,1
甲状腺有结节该如何治疗,1
冬天皮肤干燥，一脱秋衣皮肤上面的皮屑想下雪一样，肚子、胳膊、后背、腿上面全都是这样。我想请问医生这是怎么回事？有什么治疗方法？,1
人流上环第二天腰胀痛全身无力,1
怀孕多久做四维彩超最好,1
和男朋友做爱的时候来大姨妈了当时有到了当天晚上就没有了第二天早晨又有了，只是一点点。到了晚上又没有了，接下来的几天就不再有血了。但是之前和男友做爱的时候都没有做安全措施，我有点担心我想知道我怀孕了么,1
月经还没来，但是一直尿频这是怀孕的症状吗？,1
全部症状：发病时间及原因：治疗情况：例假前7后8做爱会怀孕吗,1
